a159     5.3699        .            .          -78.2559        .
a16       .         -96.4889        .             .         -57.0003
a161   -89.1105     -53.6955     -54.6284         .            .
a162      .            .            .             .         -44.7938
a163      .         -41.8039     -71.8175         .            .
a164      .         -54.6198     -17.4483        6.97606       .
a165      .         -72.2611        .          -57.7903        .
a166   -46.6656     -39.0715        .             .            .
a167   -40.9487        .            .          -82.4764        .
a168   -53.9549       8.1496        .          -36.404         .
a169      .           6.64256       .          -22.321      -54.1203
a17       .            .            .          -83.9532        .
a170      .         -31.9195     -97.4448         .         -67.2419
a172   -13.892         .            .             .            .
a173      .         -10.2316        .          -76.8173      -8.82827
a174   -97.874         .            .          -92.8295        .
a175      .          -8.6797        .          -89.4353        .
a176      .            .            .          -58.9625        .
a177   -14.0583        .            .             .         -36.4649
a178   -98.4478     -61.9674      -6.33478        .            .
a179      .            .            .          -96.3322        .
a18       .            .            .             .         -88.3694
a180      .            .            .             .         -57.9645
a181   -66.9144     -53.2676        .          -33.5197     -19.0944
a182      .            .            .            6.64913       .
a183      .            .            .          -89.42       -48.9221
a184      .            .         -59.2597         .            .
a185      .         -50.3987        .             .            .
a186      .         -53.0943      -3.89409     -83.5194        .
a187      .         -92.4498        .          -97.4383     -13.7397
a188   -55.8489        .            .             .            .
a189      .         -33.9697     -50.5407      -97.4655     -43.0562
a19     -2.77372       .            .             .            .
a190   -32.0241        .            .          -21.3196      -4.85036
a191      .            .            .          -33.3186        .
a193   -32.5087        .            .          -18.0271     -83.3187
a194      .            .            .          -86.9357        .
a195   -54.7822        .           0.0466967   -77.9667       9.98377
a196   -95.3749     -67.7085        .             .          -6.54974
a198      .            .         -73.9431         .            .
a199      .            .            .            7.40085    -50.1391
a2        .         -29.88       -88.2253         .         -96.215
a20     -2.78686       .            .          -78.7793        .
a200   -50.1178        .            .             .         -47.6862
a22       .         -61.933        7.40989        .            .
a23       .            .            .            2.31677    -93.0769
a24       .            .         -31.3345         .            .
a26       .         -66.7983     -69.8405         .         -20.3658
a27       .         -79.9829     -99.3584         .         -22.0223
a29    -59.2526        .            .             .            .
a30       .            .            .          -94.6319        .
a31       .            .            .          -97.4417     -82.6658
a32    -48.0379      -8.59855       .          -97.8929       5.80891
a33       .            .            .          -87.8648        .
a34       .            .            .          -57.92          .
a35       .            .         -27.2252      -96.1392        .
a36    -22.5073     -54.0501        .          -99.4967     -24.5417
a37    -55.374      -67.8982     -84.9072      -20.6851     -69.1733
a38    -56.5222        .          -4.33368        .            .
a39       .         -63.8327        .             .          -7.45304
a4        .            .         -54.7631         .         -47.3498
a40       .         -63.8389     -20.2328         .            .
a41       .            .         -55.5258         .            .
a42       .            .         -56.0438         .            .
a43       .          -3.62824    -84.6585      -27.8361        .
a45    -77.4034        .            .           -2.3676        .
a46       .            .           1.4054         .            .
a47       .            .            .          -91.9343     -78.2769
a48    -25.3657        .            .          -18.8085     -29.5816
a49       .            .            .          -35.4026     -36.9722
a5     -24.3023        .         -77.4016         .            .
a50    -91.3568        .           1.35421       2.23556    -45.6012
a51    -40.4557     -75.0435        .             .         -23.8745
a52       .            .          -1.48247     -77.4878        .
a53       .            .         -74.5691         .         -53.2572
a54    -10.9902        .         -56.8479         .            .
a55       .            .         -29.4089         .            .
a56       .            .            .           -4.47225       .
a57    -51.5781        .         -41.6595         .            .
a59       .           9.28548       .             .         -94.4433
a6     -98.9804     -11.7219     -32.5517         .            .
a60       .            .            .          -37.042         .
a61       .            .           2.42053       2.47681    -43.3254
a62      6.04502       .         -34.1253         .            .
a63    -35.7017     -51.9268     -25.5256         .         -19.6667
a64       .          -4.689      -35.1574         .         -77.865
a65       .         -96.2893     -41.7416      -62.7843        .
a66       .            .         -81.7742      -40.9357      -8.09463
a67       .            .         -94.995          .         -65.2992
a68       .            .         -98.6313      -74.3461        .
a69       .         -87.3072        .           -6.7486        .
a7        .            .         -39.9179      -14.9071        .
a70    -98.8553        .            .           -0.882133      .
a71       .            .            .           -7.66739    -90.0137
a73    -77.5701      -2.52606    -66.9217      -64.6659      -1.7729
a74       .         -69.8269        .             .            .
a75     -1.22434    -89.4575     -71.3061         .            .
a76    -71.1347     -42.0854        .          -88.144      -81.362
a77       .            .            .             .         -14.0205
a78    -40.5088      -2.88396    -92.5984         .            .
a79       .          -6.36579       .             .            .
a8        .         -17.0126     -45.138          .            .
a80       .         -57.7709     -72.0337         .         -86.2209
a81       .         -97.3251        .             .            .
a82       .            .            .          -90.6015        .
a83    -67.6654     -13.1913        .           -0.863949      .
a84       .          -0.71846       .             .         -39.5648
a85    -19.7296        .          -5.61949        .         -12.0861
a86      1.13475    -94.5001        .             .         -35.9283
a87       .         -34.0603     -87.4371         .            .
a88       .           9.79321       .             .           3.17276
a89       .            .            .          -79.4288        .
a9     -38.7208        .            .          -29.6984        .
a90    -74.4261        .            .             .            .
a91       .            .         -39.9456      -38.9987        .
a92    -37.5204        .            .          -42.1602        .
a93       .            .          -0.735023       .            .
a95       .         -36.5046     -81.8238      -60.1591     -93.9263
a97       .         -16.6558        .             .         -75.4622
a99       .         -64.8454        .          -44.3601        .

:         b141         b142         b143        b144         b145        :=
a1        .            .          -58.9844       .         -8.54546
a10       .            .          -14.1271    -48.9273       .
a100   -50.4232        .             .        -20.3578       .
a101      .            .          -13.6138    -69.5468       .
a102      .            .          -78.0519       .           .
a103      .            .             .           .        -50.5443
a104      .          -0.0402929      .        -81.8342       .
a105     0.820907      .             .        -51.0874       .
a106      .            .             .        -82.026        .
a108      .         -57.893       -61.9753       .           .
a109    -8.22363    -24.1203      -58.651        .           .
a110   -75.4686        .             .           .        -80.2818
a111      .            .             .          4.42724      .
a112      .            .             .         -9.10202   -66.8054
a113      .            .             .        -83.4473       .
a114      .         -75.8427         .        -28.7216       .
a115      .            .          -58.5202       .           .
a116      .         -51.8093         .           .           .
a117   -33.883      -75.5708      -94.2935       .        -57.8867
a118      .         -59.0047      -21.6926       .        -32.2036
a119      .         -27.5945         .           .        -39.6781
a12       .            .          -26.9955    -58.682        .
a120      .         -95.2295         .           .           .
a121     1.60836       .             .           .           .
a122     9.92025       .            3.83216   -19.7596    -50.7475
a123      .            .             .        -94.7258       .
a124   -48.1136       9.90576     -85.7819    -70.6849       .
a125     1.39648       .             .           .           .
a126      .            .          -31.2606    -40.5106       .
a127    -6.77077       .             .        -37.4915       .
a128      .            .             .           .        -54.9478
a129      .            .          -32.9605       .           .
a13       .         -24.4604         .        -27.0464     -0.0398526
a130      .            .             .           .        -22.874
a131   -90.9916        .          -50.5972       .        -81.0142
a132   -24.3328        .             .           .           .
a133   -53.4975        .          -28.125     -14.953     -54.6327
a134      .         -20.3328      -17.6347    -53.1013      8.45581
a135      .            .             .        -39.77         .
a136      .            .          -57.0071       .        -17.9092
a137      .         -21.5316      -50.225        .        -20.8128
a138   -18.4753        .          -89.7238       .        -39.2934
a139   -24.6491        .             .           .        -65.274
a14       .            .          -94.4204       .        -38.0438
a140      .         -27.0589      -88.1746       .           .
a142      .            .          -75.6951       .           .
a143      .            .          -40.0579    -17.2793       .
a144      .         -99.9003         .           .        -96.0075
a145      .         -41.0589       -1.42843      .           .
a146      .            .          -43.4507    -85.3866       .
a147      .            .             .           .        -48.8178
a148      .            .           -5.27594      .         -1.13643
a149   -43.8958        .          -42.712     -40.0837       .
a15    -69.7202     -78.0613      -96.3786    -40.4124       .
a150      .            .          -88.0987       .         -2.39393
a151   -28.1607      -7.48668        .           .           .
a152      .            .             .         -2.52358      .
a153      .           3.64529        .           .           .
a154      .            .          -93.2506       .          5.37415
a155   -45.0646        .           -6.89223      .           .
a156   -28.6933     -15.6187        4.83464   -34.2827       .
a157      .         -64.2737         .           .          1.2075
a158   -88.8173        .             .           .           .
a159     9.93569    -91.7117         .           .        -76.124
a16       .            .             .           .        -79.3108
a162      .            .             .        -24.1126    -46.9689
a163   -60.2227     -65.316       -51.14         .        -38.2978
a164      .         -42.3114      -54.8462    -45.2515       .
a165      .            .             .        -40.869     -90.695
a166      .            .          -17.6329       .        -17.165
a167      .            .          -27.9046       .           .
a168   -49.327         .            2.10506      .           .
a169      .         -74.1122         .           .           .
a17    -96.2376        .          -75.1275     -7.83642   -97.7351
a170   -40.8939        .          -25.7674       .           .
a171      .         -30.1571         .        -80.2975       .
a172      .            .             .        -38.2927    -25.4532
a173   -96.2491        .             .           .           .
a174      .            .            8.71526   -14.6081       .
a175   -12.1728        .             .        -84.5758       .
a176    -2.77638    -39.3768      -48.2117    -19.8075       .
a177      .            .           -8.01283   -20.1437       .
a178   -43.9907        .          -88.2506       .           .
a179      .            .          -58.928     -13.5588    -67.5917
a18    -35.4061        .             .           .           .
a182   -64.6655        .             .           .           .
a183      .         -77.2222      -38.033     -72.4572    -30.7467
a184      .          -3.42253      -5.77056      .           .
a185     5.09549       .             .        -10.1809       .
a186      .          -5.25689        .           .           .
a187      .         -89.2866         .           .           .
a188      .         -27.203          .           .           .
a189      .            .             .           .          5.29564
a19    -25.8018        .             .        -65.307        .
a190    -8.90535       .          -29.5476       .           .
a191      .            .             .        -48.0126       .
a192      .         -33.0273         .        -43.6347       .
a193      .           6.23257        .           .        -92.2989
a194      .         -66.8901         .        -75.3062       .
a195      .            .          -67.7087       .          6.90787
a196      .         -70.4296      -90.3135       .           .
a197      .         -53.2536      -94.0248       .           .
a198     4.48207       .             .        -55.7901       .
a199      .            .             .        -67.9156     -2.13477
a2        .            .             .        -69.7072       .
a20    -85.7244     -87.8289         .         -3.53755      .
a200      .         -33.4954         .          4.84093      .
a21       .         -33.7639         .        -12.6916    -64.1414
a22    -13.0897        .             .           .           .
a23    -92.542         .          -40.5668      4.97509      .
a24       .         -83.7688         .        -67.9425    -19.3786
a25    -90.6273        .             .           .          5.62271
a26       .            .           -9.05821      .          1.63195
a27       .            .          -88.9844       .        -43.0291
a28    -57.2059        .             .           .        -58.2145
a29    -57.238      -35.6069      -30.9359       .           .
a3        .         -43.6655         .           .           .
a30    -46.4079     -35.5993       -2.62436   -88.4707       .
a31       .         -38.0737         .           .        -52.4609
a32    -46.7473        .           -9.36917   -53.4822       .
a33       .            .             .        -85.1848    -24.9805
a34    -32.923      -65.5854      -65.226        .        -30.1535
a35       .            .             .           .        -71.6667
a36       .         -94.0865         .           .           .
a37       .         -54.8982         .        -19.0882    -92.7785
a38       .            .             .        -81.4947     -4.2034
a39     -7.77393    -75.0371         .        -49.0087    -82.0383
a4     -37.528         .             .        -57.6121       .
a40    -76.3146        .             .           .           .
a41    -34.351         .          -83.6893       .           .
a42    -88.4576        .             .        -68.9764       .
a44       .            .          -19.0714     -5.5733       .
a45       .            .          -34.805     -25.8579       .
a46       .            .          -89.9019      6.36091   -11.1699
a47       .            .          -96.9344       .           .
a48    -95.3474        .             .           .           .
a49       .         -71.992       -64.1274       .           .
a5        .         -98.0587      -74.4043       .        -74.3652
a50    -16.8821        .           -7.53819      .           .
a51       .           8.54858        .           .        -32.4088
a52    -99.0511        .             .           .        -99.4213
a53    -27.4708        .          -55.5761       .        -74.5387
a54       .            .          -29.2152       .           .
a55       .            .          -95.0728       .           .
a56       .         -15.6217      -76.2606       .        -17.5043
a57       .         -66.8608         .        -23.6772       .
a58       .            .             .           .         -3.02179
a6      -8.22004    -31.2334         .           .        -37.2345
a60       .            .          -76.5419    -19.8351       .
a61       .            .             .        -97.5979    -62.0177
a62       .            .             .        -25.0919       .
a63       .            .             .        -76.8124       .
a64       .          -4.90964        .        -50.4645       .
a65     -7.20966       .             .        -25.1377       .
a66    -33.4876        .             .           .           .
a67       .            .          -57.268        .           .
a68    -79.2261      -4.3549      -62.1719       .           .
a69    -75.9119     -50.9534         .        -20.4138       .
a7        .            .             .           .        -17.529
a70    -34.1924       9.85409        .        -44.921        .
a71    -12.8102        .          -71.9925       .           .
a72       .         -95.1092         .           .         -8.47188
a73       .         -81.6242         .           .         -7.13424
a74       .            .             .           .          1.18325
a75       .         -64.5629         .        -35.3717    -88.0038
a76      5.74176       .             .           .        -81.6937
a77       .         -76.5318         .           .           .
a78    -34.0652     -28.831          .        -77.9619       .
a79    -22.1489        .             .           .           .
a8     -68.7026     -38.2676         .           .           .
a80       .         -29.9602        4.20471   -57.3949       .
a81       .          -7.03799     -49.3837       .        -54.1672
a82       .         -42.7904         .           .           .
a84    -70.6972        .             .        -51.4976       .
a85    -74.1458        .             .           .        -33.1692
a86    -21.8615     -53.3158      -59.11         .          2.91205
a87       .         -79.7534         .           .           .
a88       .            .             .        -66.5531       .
a89       .            .          -59.8092    -21.9263     -1.03788
a9       5.56164       .            3.57883      .           .
a90    -40.4984        .             .           .           .
a91    -61.7551        .             .        -75.9035       .
a92       .            .             .           .        -46.6845
a93       .            .          -96.4416    -99.714     -65.1131
a94    -92.4978      -4.85223        .        -37.517       6.86101
a95       .           7.65263        .        -63.9462       .
a97    -55.486      -74.0051      -94.0531    -33.4845    -73.9557
a98       .         -34.1237      -66.6266       .           .

:         b146        b147         b148         b149          b15        :=
a1     -65.5239     -21.1016    -80.0406      -5.97395       .
a10       .            .        -71.8319        .            .
a100      .            .           .         -23.5852        .
a101      .           9.61888      .            .            .
a102   -88.9884        .           .            .            .
a103      .         -17.1311       .           9.77763       .
a104      .         -24.9492    -99.2464        .         -55.2964
a105      .            .        -10.7013        .            .
a106      .         -65.9125     -1.24972       .            .
a107   -66.4472        .        -55.0195        .         -62.102
a108      .         -76.4715       .         -17.257      -66.5146
a109   -16.344        4.92405   -15.8091        .            .
a11       .         -58.758        .         -32.6437     -38.3776
a110      .            .        -35.7061       3.57034       .
a111      .            .           .         -61.4893        .
a112      .         -48.3795       .           3.04556    -27.7034
a113   -93.0131     -35.2428       .         -29.0998     -68.156
a114   -83.5273     -10.0755    -94.0948        .            .
a115      .            .        -17.4188     -15.3651     -50.4824
a116      .           6.96632      .            .            .
a117   -33.4913     -15.6586       .            .            .
a118      .            .         -9.4881     -69.0293        .
a119      .            .           .           9.32841       .
a12    -16.4564        .           .            .          -8.36611
a120      .         -84.5973    -63.904      -92.4022     -49.9821
a121   -43.4574        .           .            .            .
a122      .            .           .            .         -84.8833
a123   -37.4215       6.85378   -98.8749     -15.337         .
a124    -9.60004       .           .            .         -16.4521
a125      .         -58.4292    -21.6072        .         -30.3317
a126      .            .           .            .         -16.9706
a128      .            .           .         -89.3915     -60.7727
a129      .            .           .         -55.547         .
a13    -94.6281        .           .            .            .
a130      .            .           .            .         -13.7117
a131      .            .           .            .         -50.197
a132     6.34439       .          7.96516     -5.47966       .
a133      .            .        -66.2618        .         -53.8245
a134      .         -23.2393       .          -7.95842    -60.7052
a135      .         -62.1295    -79.1182        .            .
a136      .            .           .         -65.4608        .
a137      .            .        -67.6212        .            .
a138    -7.00893       .          2.115      -30.7768     -28.8529
a139      .            .        -88.0822        .         -80.8505
a14       .            .        -35.1722        .         -67.6255
a140      .         -51.6743    -76.4808     -67.9133     -49.6945
a142   -83.8035     -62.6382    -63.8916     -68.3011        .
a143      .         -93.466        .         -69.6169        .
a144      .            .           .           3.91747       .
a145   -91.444        1.46759   -11.1251        .            .
a146      .            .        -62.7414        .          -2.9909
a148   -15.6165        .           .            .            .
a149      .         -94.8575       .            .            .
a15       .            .           .         -80.5198     -88.7578
a150      .         -53.5433       .          -2.34988    -64.1344
a151      .            .           .           6.50199    -17.8639
a152      .            .         -5.33522       .            .
a153      .            .           .            .         -43.0582
a154   -67.9217     -15.7239    -24.2017     -11.5974        .
a155      .           6.25571      .           0.610963   -36.5895
a156      .            .         -7.36056       .            .
a157   -60.1167       2.54179   -87.0619        .            .
a158     3.58165     -2.60625      .            .            .
a159   -30.8742       7.74233      .          -9.9633     -33.4437
a16    -48.0483        .           .          -2.47173       .
a160    -0.417782   -14.1127       .         -14.6326     -55.7591
a161   -88.3328        .        -68.1075        .            .
a162   -14.8977        .           .            .         -85.697
a163   -28.7478        .        -24.112      -47.5799        .
a164      .            .          4.64309       .           2.55733
a166      .            .           .         -46.7189       2.61372
a167      .            .           .         -92.8554     -68.429
a168      .            .        -22.6905        .            .
a169      .         -57.5398       .            .            .
a17    -71.7176        .        -19.4627        .            .
a170   -36.1841        .           .            .         -43.6927
a171      .            .           .            .         -13.7036
a172    -8.8588        .        -80.7238     -34.1177     -77.9675
a173      .         -52.986     -57.5735        .            .
a176      .         -45.9836    -36.6759        .            .
a177      .         -60.3772       .            .         -45.8059
a178      .            .        -56.0584     -67.7417        .
a179      .            .          0.563427      .            .
a18       .            .        -40.7956        .            .
a180   -65.5508        .           .            .            .
a181      .         -21.5095       .            .            .
a182      .            .        -20.4347     -86.1844        .
a183   -55.7905     -39.2318       .            .         -35.2511
a184   -25.5522     -49.2972    -89.6321     -27.6396        .
a185   -51.3125        .           .            .         -13.4988
a186      .         -90.2243       .         -13.6787        .
a188      .            .        -55.2867        .         -75.6623
a189      .          -7.04708      .            .            .
a190   -77.0632        .          5.34107       .            .
a191      .            .        -76.645         .           6.10713
a192   -59.7472     -68.2117    -73.5492        .            .
a193   -87.0391     -88.3649       .            .            .
a194   -60.8787        .        -38.4217        .            .
a195      .         -50.8772       .            .            .
a196      .         -34.0721       .         -61.1405        .
a197   -63.0448        .           .            .            .
a198     5.50187    -92.6245    -51.326         .            .
a2        .            .           .         -47.3176        .
a20       .         -59.2856    -26.0283        .         -66.8406
a200      .            .           .            .         -77.6991
a21    -30.0971        .           .         -44.9225     -98.3158
a22       .         -98.1517       .            .         -62.5088
a23    -80.0145     -58.1543       .            .         -66.6783
a24       .            .        -74.4328      -6.26003       .
a25     -7.78471       .           .            .            .
a26     -2.52937     -1.06208    -0.29929       .            .
a27     -4.37373       .           .            .         -79.1132
a28    -89.4106        .           .            .            .
a29    -20.995         .           .            .            .
a3     -91.1414     -28.6485       .         -27.8219       3.41256
a30       .         -69.3354       .            .            .
a31       .           1.10404   -49.2886        .            .
a32    -30.8006     -37.3214       .           5.66149       .
a33    -84.7821     -37.2644       .           1.92889       .
a34    -55.5148     -39.3824       .         -15.1093        .
a35       .         -61.0597    -72.4585       2.74913    -15.1644
a36    -52.8485        .           .         -78.2255        .
a37       .         -22.4621       .         -31.5247        .
a38       .           9.35928      .            .            .
a39       .          -1.93163      .         -68.1657     -35.2149
a4     -67.9419        .        -65.6297        .            .
a40    -45.6514        .           .            .            .
a41       .            .        -63.7033        .         -68.971
a42       .            .           .            .         -44.1828
a43    -61.807      -48.508        .         -91.0091        .
a44      0.387837      .        -64.7456     -76.9941     -91.8108
a45       .            .        -22.9354        .         -13.1964
a47    -91.5961     -58.1353       .         -99.1952        .
a48       .            .           .            .         -81.1369
a49    -58.417      -91.7732       .            .         -58.6395
a5     -67.685         .           .            .            .
a50       .         -82.3436       .            .         -96.5332
a52       .            .           .            .         -13.9916
a53       .          -4.29665      .            .            .
a54       .            .           .            .         -46.5086
a55       .            .           .            .         -18.8702
a56    -23.1468        .           .          -6.26          .
a57    -61.6839        .           .            .            .
a58       .            .           .         -19.3868        .
a59    -24.9244     -18.4873       .            .            .
a6        .         -70.0834       .            .            .
a61    -59.5448        .        -60.531      -90.3341        .
a62     -8.30137       .           .         -93.8606        .
a63    -65.6174     -96.6837       .            .            .
a64    -73.8003        .           .          -2.0407       4.00237
a65       .            .           .            .         -54.3627
a66       .         -19.3522    -76.0968        .         -11.3645
a67      5.54064       .        -25.6566        .          -0.0243165
a68       .         -91.2452       .         -40.8425        .
a69       .            .           .         -74.0287        .
a7        .            .          9.76836       .         -65.034
a70       .          -1.32621      .            .            .
a71       .         -89.8604       .         -72.7367        .
a73       .            .        -63.7389     -11.0338     -86.8124
a74       .         -76.7193       .          -3.90254       .
a75       .            .        -70.444         .         -69.3502
a76    -45.9319     -41.352     -95.8311        .          -3.74005
a77    -79.4557        .          3.45304       .            .
a78       .            .           .            .         -26.5581
a79    -10.4946        .           .            .            .
a8      -5.04828       .           .            .         -59.2688
a80    -41.2691     -76.3242       .         -86.1602     -77.4355
a81       .            .           .         -98.4806     -38.2401
a82    -12.4205     -38.3516       .            .         -84.4208
a83    -15.419         .           .         -94.9287        .
a84    -34.6288        .           .            .            .
a85       .          -6.34146      .          -8.80508       .
a86       .            .        -22.5358     -54.335      -75.9534
a87       .            .           .            .          -5.4654
a88     -6.04622       .        -33.6619     -56.0705        .
a89       .            .          7.85931    -77.5645        .
a9     -82.5202        .        -33.4308        .            .
a90    -64.5128     -19.0112       .         -60.8635        .
a91       .         -42.3145    -72.9944     -90.2631     -33.8238
a92       .            .           .         -50.6703     -31.5933
a93       .         -88.4917       .         -49.7126     -78.963
a94     -4.61296     -2.53132      .         -93.5233     -56.1913
a95       .            .        -11.7848        .         -41.39
a96       .            .        -18.5035     -31.8914        .
a97       .            .        -81.1763        .         -95.7998
a98       .         -63.9182       .            .            .
a99       .            .           .            .         -88.6566

:         b150         b151         b152        b153         b154        :=
a1        .         -82.0709        .            .         -0.0186727
a10       .          -1.00036      6.3518        .           .
a100   -18.958         .         -68.5638        .           .
a101      .            .            .            .        -54.8548
a103   -36.9729        .            .            .        -29.3216
a105      .         -59.4737        .            .           .
a106   -53.8206     -95.0535        .          -6.80095      .
a107      .         -18.5894        .         -31.1016       .
a109   -83.2244        .         -25.952      -80.2206     -7.79368
a11       .            .            .           1.46109      .
a110      .            .            .         -73.4202    -70.2676
a111     0.75448       .         -27.771         .           .
a112     1.65654       .         -64.9524        .           .
a113      .            .            .           7.09322   -96.5082
a114      .         -44.5797        .            .           .
a115   -67.0727        .            .         -67.4543       .
a116   -17.1967     -54.5135        .         -98.3948       .
a117      .            .         -13.3582       6.83866    -8.81858
a118      .            .         -31.4103        .           .
a119   -33.7709        .            .            .        -11.6823
a12       .            .            .         -17.8438       .
a120   -85.2521        .            .         -98.808     -84.7512
a121    -1.67075       .            .            .        -97.7574
a122   -74.4913     -41.4003        .            .        -66.9378
a123      .         -68.2416        .            .           .
a124      .            .            .         -20.221     -58.3997
a125   -27.3148        .         -85.6234     -85.0102       .
a126      .            .          -0.390583      .        -83.1437
a127    -5.93123       .         -55.403         .        -52.1174
a128      .         -15.5374        .            .           .
a130      .            .         -42.5804        .           .
a131   -34.5643        .            .         -81.7865       .
a132   -30.5379     -56.3113        .            .        -19.0505
a133   -71.6661        .            .            .         -7.75336
a134      .         -49.0686        .            .           .
a136      .            .         -52.6722     -70.5063    -32.3392
a137   -42.8077        .            .         -49.0029    -69.8931
a138   -71.4577     -58.5406     -63.3791        .           .
a139      .            .            .         -24.3063       .
a14       .            .         -88.6911      -6.01777      .
a140   -57.5832     -20.1074     -36.6792        .           .
a141      .          -3.95056    -61.1548        .        -36.3188
a142      .         -70.0964        .         -94.3183      3.06355
a143   -46.9732        .            .            .         -8.84023
a144      .         -37.7196        .            .        -22.5536
a145   -96.8903        .            .         -67.5104       .
a146   -17.0684     -39.8254     -94.9809        .           .
a147      .         -12.9951        .            .        -19.4661
a148      .         -19.5244     -37.4905        .           .
a15       .         -50.9579        .          -7.56901   -44.8273
a150    -9.1821        .         -46.2029        .           .
a152      .         -50.0341        .            .           .
a153   -64.0004        .         -12.9215     -22.4639       .
a154   -53.2175        .         -86.3075     -91.3919       .
a155      .            .            .            .         -2.37443
a156      .         -83.2032      -2.24324       .           .
a157      .            .            .         -41.1458       .
a158   -69.599      -54.684      -49.4597        .           .
a16       .         -95.5873        .            .        -23.8794
a160      .            .            .         -32.4919    -65.5048
a161   -77.5514     -61.0063     -60.1686       8.87878   -67.3991
a162      .            .            .            .        -65.9021
a163      .         -27.9089        .         -55.9681       .
a164   -16.501         .            .            .           .
a166   -85.6891        .            .            .           .
a167      .            .         -18.9998     -94.2233       .
a168      .         -51.1245     -61.3366        .        -36.3026
a169      .            .            .         -54.6108       .
a17       .            .         -66.0845        .        -85.2462
a170      .            .            .         -88.3188       .
a172      .         -37.4224       7.05938    -40.0019       .
a173   -92.863         .            .            .           .
a174      .         -52.551         .            .         -9.93526
a175   -72.2026        .         -45.21          .           .
a177      .         -19.4891     -11.241      -92.101     -98.4797
a178   -13.9138     -85.4512     -71.2755     -92.0498       .
a179      .            .            .         -47.6149    -50.8505
a18      0.653463    -7.82862     -0.670764   -43.6342    -30.6385
a180      .            .           6.29586    -13.9446    -17.3695
a181      .         -35.126         .            .        -22.569
a182      .         -91.1357        .         -39.324        .
a183      .            .         -20.3824        .           .
a184      .            .         -97.7347     -80.4229    -40.1884
a185      .            .         -81.2482     -51.697     -54.0112
a186      .         -81.7307     -41.6497        .           .
a187      .            .         -48.7588        .        -82.3717
a188   -79.616      -33.4524        .            .           .
a189   -22.2522        .         -95.9242        .           .
a190      .         -17.0608        .         -75.6655       .
a191   -16.0222        .           9.64113    -68.1254       .
a192      .         -19.6796        .          -8.21178      .
a193   -93.5903        .          -3.45398    -72.1748       .
a194      .         -58.9988        .         -97.0226       .
a195      .         -68.2151     -37.4386     -38.4527    -59.3036
a196      .            .            .         -76.7149    -20.551
a197      .            .         -29.8463     -87.7693       .
a198   -44.5255        .            .            .           .
a199   -96.5391        .         -55.268      -98.3433      8.3832
a2        .         -11.9708     -26.8147        .        -52.3752
a20       .            .            .            .        -51.8209
a200      .         -76.6287     -20.5681        .        -28.9791
a21    -81.989         .            .         -42.1141       .
a22       .            .            .         -29.9001    -67.4657
a23       .          -0.158127   -49.8131       9.09169      .
a24    -92.0426        .            .            .           .
a25       .            .         -87.4566        .           .
a26       .            .         -22.0076        .           .
a28       .         -55.26          .            .           .
a3        .            .         -42.0243        .           .
a31       .         -14.5581        .         -47.8861       .
a32       .         -20.3335        .         -46.3866    -19.0747
a34    -69.0257        .            .            .           .
a35       .         -13.4632        .            .        -30.131
a36       .            .         -25.1836        .         -4.36654
a37       .         -38.9053        .         -15.2408     -1.769
a39    -47.6988        .         -87.4926     -92.2198       .
a4     -23.6502       0.121572      .            .        -94.764
a40       .         -88.5762        .            .        -82.8766
a41       .            .          -9.90025       .        -21.036
a42    -84.2087        .            .            .           .
a44       .            .            .            .         -8.67531
a45       .            .         -35.1414        .        -47.6732
a46     -6.68554       .            .            .        -80.285
a47       .         -25.9323     -31.3598       5.10307      .
a48    -92.2592     -15.288         .            .           .
a49    -42.061      -36.8426     -63.3609        .           .
a5     -21.8006        .            .            .         -0.210317
a50    -46.3334        .         -47.3904        .         -5.583
a51       .            .         -62.3901        .        -51.0452
a52    -58.6194        .         -27.7277     -63.2044    -75.1525
a53       .            .         -56.8432        .        -33.9267
a55       .            .            .            .        -40.283
a57    -67.2329     -98.4043        .            .           .
a58    -67.8989       6.78041       .         -41.0131      7.42735
a59       .         -47.6692        .            .           .
a6        .            .            .         -96.3045      8.64431
a60    -57.1705        .         -12.5465     -93.3767    -42.0291
a61    -43.2916       9.3015       8.55314    -25.2551       .
a62    -56.2545        .            .            .           .
a63       .            .            .            .        -38.0641
a64    -66.306         .         -54.3075        .        -67.4468
a65       .           9.55142     -4.25488       .           .
a66       .         -74.6425        .         -56.1408    -90.1829
a67       .            .         -23.6854        .           .
a68    -65.1741     -81.8373        .            .           .
a69       .            .            .         -63.107        .
a7        .         -32.4233        .            .           .
a70       .            .            .            .        -84.193
a73    -66.0918      -6.56966    -87.5521      -8.00101   -72.4519
a74       .            .            .         -31.3606       .
a75      3.55968    -23.5008        .            .           .
a76       .            .            .            .         -2.95774
a77       .         -32.9946        .         -86.3106       .
a78       .         -30.9971        .         -64.4642       .
a79    -10.1208        .            .            .        -47.9869
a8     -10.4466        .         -38.0482        .           .
a80      7.10333       .            .            .          3.18801
a81       .            .            .           2.55532      .
a82    -97.4011        .            .            .        -62.4749
a83       .            .            .         -39.7951       .
a84    -82.9261        .            .         -44.0158    -73.6509
a85       .            .         -95.2527      -2.97403      .
a86    -73.4947     -34.2927        .            .           .
a87    -12.6704        .            .            .           .
a88       .         -33.025      -39.7037        .           .
a89       .            .         -39.9006        .           .
